poi_id,name,address,district,city,tel,location,lng,lat,tag_1,tag_2,tag_3,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8,photo_9,photo_10,photo_11,photo_12,photo_13,photo_14,photo_15,photo_16,photo_17,photo_18,photo_19,photo_20
B0I0KDXTZ7,ZOZOTOP价值营地,招商街道蛇口价值工厂机械大厅105号,南山区,深圳市,18123835616,"113.896012,22.467979",113.896012,22.467979,城市露营,网红打卡,/,https://aos-comment.amap.com/B0I0KDXTZ7/comment/content_media_external_file_149882_ss__1756895755926_03217737.jpg,https://aos-comment.amap.com/B0I0KDXTZ7/headerImg/b2fd20f320eefbd048ff2f703260fe97_2048_2048_80.jpg,https://aos-comment.amap.com/B0I0KDXTZ7/headerImg/76fcbd88dea0248a73d29faca44d8f03_2048_2048_80.jpg,,,,,,,,,,,,,,,,,
B0KKXMEQLP,怡海大道露营地,怡海大道西附近,南山区,深圳市,17277893580,"113.905590,22.521313",113.90559,22.521313,城市露营,可过夜,网红打卡,https://aos-comment.amap.com/B0KKXMEQLP/comment/content_media_external_file_100006847_1763810871161_48803922.jpg,http://store.is.autonavi.com/showpic/b5f383bf47517e9eacbcc9c11592ef47,https://store.is.autonavi.com/showpic/829db3907e56e58fbb7e9dc06ec73d14,,,,,,,,,,,,,,,,,
B0LAGRUI6S,桂湾公园露营地,桂弯公园p2停车场入口,南山区,深圳市,17277893580;17520282007,"113.898794,22.523194",113.898794,22.523194,公园露营,可过夜,/,http://store.is.autonavi.com/showpic/ecbb037bd94ebd27e46a6666b9d98152,http://store.is.autonavi.com/showpic/351ea7905241c42cf9ffaaa477ce7171,https://aos-comment.amap.com/B0LAGRUI6S/comment/20260322-7254d2503e3aef2ca47dc885-7XS61plDdwjAfY3cBrfmnq.jpg,,,,,,,,,,,,,,,,,
B0L335A86C,千寻拾光营地,西丽丽康路,南山区,深圳市,,"113.965106,22.635960",113.965106,22.63596,城市露营,网红打卡,/,https://store.is.autonavi.com/showpic/c337d3e9c66b36d439aa0050293a457c,https://store.is.autonavi.com/showpic/75094e0a8853946e49a63362312fc5c0,https://store.is.autonavi.com/showpic/879262c9647cd8bfc7d6dbeeda4c5df3,,,,,,,,,,,,,,,,,
B0M6BCGOXP,飞鸭石岩湖营地,洲石路与石头山二路交叉口西南180米,宝安区,深圳市,18902844748,"113.912299,22.670825",113.912299,22.670825,自然生态,可过夜,/,https://store.is.autonavi.com/showpic/8e4723dde111317016307a5af44f95f2,https://store.is.autonavi.com/showpic/543f0650052911868cae41ab4660f5b2,https://aos-comment.amap.com/comment/content_service__1772762987869_28935527_1772762996292_69528865.jpg,,,,,,,,,,,,,,,,,
B0I39H0E2C,趣野CAMP(前海HOP天地店),前海HOP天地广场上(宝华地铁站b2出口旁),宝安区,深圳市,13603002424,"113.886366,22.550014",113.886366,22.550014,城市露营,网红打卡,/,https://aos-comment.amap.com/B0I39H0E2C/comment/BDA79286_3EF3_4CB9_BA16_08820A46A1A7_L0_001_2016_1512_1737002834307_61902041.jpg,https://aos-comment.amap.com/B0I39H0E2C/comment/8295B965_F3DF_4643_AC3C_4648B1CA20E2_L0_001_2000_1500_1737002834307_25541276.jpg,https://aos-comment.amap.com/B0I39H0E2C/comment/B3F086AC_C753_443E_8BE3_142B728C6F70_L0_001_1500_2000_1737002834308_22451626.jpg,,,,,,,,,,,,,,,,,
B0I3JY1HQS,柯里牧·风汐谷露营地,洲石路阿菠萝小猪农场内,宝安区,深圳市,17825535661,"113.884331,22.675609",113.884331,22.675609,自然生态,亲子友好,/,http://store.is.autonavi.com/showpic/2e0ca502a6d59c13dafaeecfb1714e0d,http://store.is.autonavi.com/showpic/631529db7c0f437e3a23a48cf0653501,http://store.is.autonavi.com/showpic/e2e3f190c53a71b09f0841e813b6bfc0,,,,,,,,,,,,,,,,,
B0JB65I0QR,露营生活家,云海高地西侧50米,盐田区,深圳市,19928846799,"114.295096,22.616889",114.295096,22.616889,自然生态,/,/,https://aos-comment.amap.com/B0JB65I0QR/comment/79d936e48aa0ba9605a1444cdc5201ce_2048_2048_80.jpg,https://aos-comment.amap.com/B0JB65I0QR/comment/e7e7f6da8c61316e3a0eb7680bef79c0_2048_2048_80.jpg,https://aos-comment.amap.com/B0JB65I0QR/comment/e5621226052cc5383b58ea5138452b55_2048_2048_80.jpg,,,,,,,,,,,,,,,,,
B0JURU72CD,山水·露营地,观澜街道君子布社区山水田园212号101,龙华区,深圳市,19129309731,"114.107225,22.712493",114.107225,22.712493,自然生态,可过夜,网红打卡,http://store.is.autonavi.com/showpic/920baea8eff9494b0e14f51d83b2b1c2,http://store.is.autonavi.com/showpic/5ec136cbaf281bb9a0ae52b569f3f359,http://store.is.autonavi.com/showpic/1e60688bb6cfde48675d4802d95655cc,,,,,,,,,,,,,,,,,
B0J2PR3XLC,源野赶野集,观澜街道广培社区高尔夫11A号335,龙华区,深圳市,18823334058,"114.064020,22.738016",114.06402,22.738016,城市露营,网红打卡,/,https://aos-comment.amap.com/B0J2PR3XLC/comment/8577115ffb4ea35d254e49f0ba90e47f_2048_2048_80.jpg,http://store.is.autonavi.com/showpic/ecdf0d18972c17d1fb49044b21191dc3,http://store.is.autonavi.com/showpic/dd9ba59571d64a101924b00b75bf9fe5,,,,,,,,,,,,,,,,,
B0LAVC7EY7,角落营地,观湖街道观光路1101号(振能学校东北门旁),龙华区,深圳市,19925369085,"114.072291,22.719296",114.072291,22.719296,小众秘境,可过夜,/,http://store.is.autonavi.com/showpic/03cdd96c4f9b388ce885b27c23f3041b,http://store.is.autonavi.com/showpic/511e33d03dc3dbcb4ab9335c2959d267,http://store.is.autonavi.com/showpic/1a26b5646f874333688c95149b37d512,,,,,,,,,,,,,,,,,
B0L03GBKBL,1958虹桥.星空营地,光明区1958虹桥星空营地,光明区,深圳市,18138871161;18138872181,"113.953162,22.748052",113.953162,22.748052,网红打卡,可过夜,/,https://store.is.autonavi.com/showpic/40f6c40b12319a36b81984a86ab9ea6d,https://store.is.autonavi.com/showpic/72970055d20a73d1bd4a830411344d77,https://store.is.autonavi.com/showpic/3dc1410a6335957d1150d6f6c4206c62,,,,,,,,,,,,,,,,,
B0KGCD36D5,西湾红树林帐篷搭建点,兴裕路企拓商务1层,宝安区,深圳市,,"113.834147,22.594050",113.834147,22.59405,公园露营,可过夜,网红打卡,http://store.is.autonavi.com/showpic/7728d32d0418fdd47b7dcf1090cdaf40,https://aos-comment.amap.com/B0KGCD36D5/comment/content_service_aae60074b8493196be896a3d86b61f31_1768206643220_8839126_1768229304844_31530699.jpg,https://aos-comment.amap.com/B0KGCD36D5/comment/content_media_external_file_29358_ss__1773161997950_07505445.jpg,,,,,,,,,,,,,,,,,
B0I2FUP8HB,汐野沙滩营地,大鹏新区大鹏街道下沙社区金沙湾停车场小吃店101,龙岗区,深圳市,18925230187,"114.449288,22.569032",114.449288,22.569032,自然生态,可过夜,/,https://aos-comment.amap.com/B0I2FUP8HB/comment/content_media_external_file_100000996_1748743474077_75426775.jpg,https://aos-comment.amap.com/B0I2FUP8HB/comment/content_media_external_file_100001197_1760489303147_09944149.jpg,https://aos-comment.amap.com/B0JK4ZP8S1/comment/eaa68f95535c9acb7ed76ba6aab62bdc_2048_2048_80.jpg,,,,,,,,,,,,,,,,,
B0K3JS6TNM,光明顶音乐露营地,果场路15号1栋,光明区,深圳市,13728794908,"113.966434,22.770997",113.966434,22.770997,网红打卡,/,/,http://store.is.autonavi.com/showpic/c44d95ccefe7ee1b8bc135104608da45,http://store.is.autonavi.com/showpic/3c6052f6692d97b70df273dd9436489b,http://store.is.autonavi.com/showpic/59ae965f9e6b0d373f6f715ad8203c38,,,,,,,,,,,,,,,,,
B0L1JXADUZ,深圳市光明森野营地,,光明区,深圳市,13113120131;19928741661,"113.904040,22.759421",113.90404,22.759421,自然生态,可过夜,/,https://store.is.autonavi.com/showpic/3bfbfe2fded2e0b60f90010460eeca05,https://aos-comment.amap.com/B0L1JXADUZ/comment/content_media_external_file_1409_1757305496053_64809319.jpg,,,,,,,,,,,,,,,,,,
B0KUKC5PU0,野致露营,楼村一号路,光明区,深圳市,13609616013,"113.963934,22.784325",113.963934,22.784325,自然生态,/,网红打卡,http://store.is.autonavi.com/showpic/7e3f42b004f4a8cfbf23da106050564c,http://store.is.autonavi.com/showpic/c2a67c0043364d60892d8e7d460cbda6,http://store.is.autonavi.com/showpic/c55a06170f287f9e6291fd1722d654c8,,,,,,,,,,,,,,,,,
B0J0NUEU0C,楼村湿地公园-露营地,楼村湿地公园(西南角),光明区,深圳市,,"113.917675,22.781925",113.917675,22.781925,公园露营,可过夜,/,http://store.is.autonavi.com/showpic/b6b57cd5f29b8286183ee56640a04910,http://store.is.autonavi.com/showpic/0b3528d2a766036b2b895b1ffddf78d7,http://store.is.autonavi.com/showpic/dfe48d401cb17c8f06ae0b4aee3d2c3a,,,,,,,,,,,,,,,,,
B0LKXDNDZQ,深圳市龙岗区壹号露营基地,龙南路133号,龙岗区,深圳市,0755-36852777,"114.278160,22.706302",114.27816,22.706302,团建场地,烧烤餐饮,网红打卡,https://store.is.autonavi.com/showpic/222daed097e4a7d5656066d4d4c5ef49,https://store.is.autonavi.com/showpic/96e1d3ce33d5e73816820a79d49bf041,,,,,,,,,,,,,,,,,,
B0KUV9RAZI,丛返自然·坪山中心公园城市生活营地,公园六路与公园一路交叉口西南80米,坪山区,深圳市,,"114.347675,22.703075",114.347675,22.703075,公园露营,自然生态,/,https://store.is.autonavi.com/showpic/c7b03d5ce2a5295946e97639545211b3,https://aos-comment.amap.com/B0KUV9RAZI/comment/content_media_external_file_1000015453_ss__1773371575764_49568146.jpg,https://aos-comment.amap.com/B0KUV9RAZI/comment/content_media_external_file_1000015472_ss__1773371575781_65319814.jpg,,,,,,,,,,,,,,,,,
B0K2SLA40S,今生营地,观光路与龙澜大道辅路交叉口西60米,龙华区,深圳市,13975545516,"114.019738,22.730953",114.019738,22.730953,自然生态,/,/,https://store.is.autonavi.com/showpic/89758131fd3d2b3fbcf813dd76a61b4d,https://store.is.autonavi.com/showpic/d678ef368ada2d715e7d0d69e91a019c,http://store.is.autonavi.com/showpic/d7c6a87f493a579fab059f3b4720a116,,,,,,,,,,,,,,,,,
B0LAYHYUQV,坝光海滩露营地,坝核公路243乡,龙岗区,深圳市,17520282007,"114.508428,22.645273",114.508428,22.645273,自然生态,可过夜,网红打卡,https://aos-comment.amap.com/B0LAYHYUQV/comment/content_media_external_images_media_341224_ss__1753584920318_70823137.jpg,https://aos-comment.amap.com/B0LAYHYUQV/comment/content_media_external_file_1000152569_ss__1750747314280_77195036.jpg,https://aos-comment.amap.com/B0LAYHYUQV/comment/content_media_external_file_100015256_1750747314360_36753327.jpg,,,,,,,,,,,,,,,,,
B0JKVCMYEP,白沙湾公园露营地,大鹏新区坝光开发署附近,龙岗区,深圳市,13008824734,"114.502684,22.654766",114.502684,22.654766,公园露营,自然生态,/,https://aos-comment.amap.com/B0JKVCMYEP/comment/5418A2F5_E819_4729_9AC3_1C53F40062F4_L0_001_2000_112_1757811226209_13013304.jpg,https://aos-comment.amap.com/B0JKVCMYEP/comment/content_media_external_file_11433_ss__1763800208100_60939472.jpg,https://aos-comment.amap.com/B0JKVCMYEP/comment/5793578bbf56a52e83573d945e0ef02a_2048_2048_80.jpg,,,,,,,,,,,,,,,,,
B0L1SXS81V,一溪云.溪边团建营地,半坝居民小组党群服务站东北侧130米,坪山区,深圳市,13713907752,"114.408325,22.660175",114.408325,22.660175,团建场地,自然生态,/,https://store.is.autonavi.com/showpic/595d1e2ee9da9f6b6f5e7ae9a5ccaded,https://store.is.autonavi.com/showpic/e34bb66e2625708a630d9247296db0f9,https://store.is.autonavi.com/showpic/1951970621cfea1aa392e8a14046b9d2,,,,,,,,,,,,,,,,,
B0H0OKUIWS,萤火虫户外露营营地,深圳自选甘蔗和荔枝西南侧230米,宝安区,深圳市,13751091967,"113.857307,22.821743",113.857307,22.821743,自然生态,亲子友好,/,http://aos-cdn-image.amap.com/sns/ugccomment/0683f877-22b5-48a7-8c1e-f6b4881e802f.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/ed358857-f689-4194-ab2c-087d600a2b97.jpg,http://aos-cdn-image.amap.com/sns/ugccomment/0b25842d-74f7-4113-8c84-73755cb72347.jpg,,,,,,,,,,,,,,,,,
B0K1XN4L33,云海时光营地,云海天使湾北侧,龙岗区,深圳市,15889519980,"114.467806,22.556189",114.467806,22.556189,自然生态,网红打卡,/,https://aos-comment.amap.com/B0K1XN4L33/comment/B26F806A_3F6C_4B29_A5A0_06732896552F_L0_001_1500_200_1764938316860_81136845.jpg,https://store.is.autonavi.com/showpic/6a575450fb25e908e1f9a0157199a3e1,https://aos-comment.amap.com/B0K1XN4L33/comment/8710F46E_3F71_4348_A287_F05EB748F9A9_L0_001_1512_201_1764938316766_12602346.jpg,,,,,,,,,,,,,,,,,
B0L0O9JEM3,旅纪房车露营,田茜路与茜坑南路交叉口西140米,龙华区,深圳市,,"114.028325,22.688475",114.028325,22.688475,可过夜,网红打卡,/,,,,,,,,,,,,,,,,,,,,
B0JAOUUSQB,大鹏海贝湾星空·沙滩营地,大鹏新区南澳街道南隆社区海滨南路33号海贝湾酒店康乐接待厅101,龙岗区,深圳市,13798511489,"114.484745,22.541041",114.484745,22.541041,自然生态,网红打卡,/,https://aos-comment.amap.com/B0JAOUUSQB/comment/content_media_external_file_341315_ss__1757037150963_61390603.jpg,https://aos-comment.amap.com/B0JAOUUSQB/comment/content_media_external_file_863_1766140057456_61903482.jpg,http://store.is.autonavi.com/showpic/e75c5f692bab9814f09dd7486133ab52,,,,,,,,,,,,,,,,,
B0L39MREKC,MOOON beach沙滩露营地,深葵路与上河东路交叉口南120米,龙岗区,深圳市,,"114.380325,22.609475",114.380325,22.609475,自然生态,/,/,,,,,,,,,,,,,,,,,,,,
B0KK3UA0GT,立新湖公园露营地,塘新路与水库路交叉口南420米,宝安区,深圳市,,"113.823404,22.687643",113.823404,22.687643,公园露营,可过夜,网红打卡,https://store.is.autonavi.com/showpic/00b0682a8ed3a4e18ca722f672f82169,http://store.is.autonavi.com/showpic/e50e1fa21c653d6d194a7d7c9235c6f4,,,,,,,,,,,,,,,,,,
B0LU7ZZLAD,栖庭宛营地,大鹏新区大鹏街道王母社区大鹏山庄中区30号,龙岗区,深圳市,19065182520,"114.474850,22.603365",114.47485,22.603365,自然生态,/,/,https://store.is.autonavi.com/showpic/08b16379a8b5acbef985a3ad1fd560dd,https://store.is.autonavi.com/showpic/cffd350eda2bd3a3255246ba03c19c08,https://store.is.autonavi.com/showpic/42e4d39da1c55ac4b5026411c82f5af9,,,,,,,,,,,,,,,,,
B0HAY70JYO,花海间轻奢露营地,大鹏新区鹏飞路400号F栋101,龙岗区,深圳市,13554913914,"114.528675,22.588975",114.528675,22.588975,网红打卡,自然生态,/,https://store.is.autonavi.com/showpic/2109e0954a82c30d97755fd38f200839,http://store.is.autonavi.com/showpic/18dd16f9210d474e05e3532db7b458cf,https://aos-comment.amap.com/B0HAY70JYO/comment/94FBD9DC_E8B5_42AE_A590_8DC361E59591_L0_001_1500_2000__1661758471658_4f35b65a.jpg,,,,,,,,,,,,,,,,,
B0JDGSZE5L,月畔听海·soft breeze,棕榈大道3号,龙岗区,深圳市,18122099045,"114.466925,22.561425",114.466925,22.561425,自然生态,网红打卡,/,http://store.is.autonavi.com/showpic/3b1cf0bcbe8cf95e8225ce953a3be0e2,http://store.is.autonavi.com/showpic/b23ea10eeebc4b389b866837e1f5aad5,http://store.is.autonavi.com/showpic/36105bce4a1110d3becd4e8484b72763,,,,,,,,,,,,,,,,,
B0JRPKH8KS,石围公园露营地,将石路与罗群围大道交叉口西北300米,光明区,深圳市,,"113.893072,22.750540",113.893072,22.75054,公园露营,可过夜,网红打卡,,,,,,,,,,,,,,,,,,,,
B0JBD7X468,新大河海滨露营基地,东大路沙埔珍珠街20号,龙岗区,深圳市,13510162226;13823381120,"114.524220,22.548668",114.52422,22.548668,自然生态,/,/,http://store.is.autonavi.com/showpic/8aaa17e9262a1fb597f57d663872ab98,http://store.is.autonavi.com/showpic/044f02a9ee31ebc196fe6ab017cff6ef,http://store.is.autonavi.com/showpic/88ff1780d9ca02629b3d59eced3ebfd4,,,,,,,,,,,,,,,,,
B0KRXCE5XY,OceanJoy海悦露营地,大鹏新区水头街道银滩路58号彭年善玥湾内,龙岗区,深圳市,17846675716,"114.504389,22.570373",114.504389,22.570373,自然生态,网红打卡,/,https://aos-comment.amap.com/B0KRXCE5XY/comment/content_media_external_file_1000003791_ss__1763134280439_98153569.jpg,https://aos-comment.amap.com/B0KRXCE5XY/comment/content_media_external_file_1000003792_ss__1763134280395_93278938.jpg,http://store.is.autonavi.com/showpic/9acc702cc95bff64d2ddc54ac4a20c84,,,,,,,,,,,,,,,,,
B0K23SZ84E,大鹏金水湾·悦海沙滩营地,银滩路58号103,龙岗区,深圳市,,"114.504437,22.570321",114.504437,22.570321,自然生态,/,/,http://store.is.autonavi.com/showpic/2c569a60af1901e284293f4a77c1281e,,,,,,,,,,,,,,,,,,,
B0FFG9L2KA,西冲海滩烧烤露营,大鹏新区南澳街道西冲社区2号收费站,龙岗区,深圳市,,"114.543853,22.479561",114.543853,22.479561,自然生态,烧烤餐饮,/,https://aos-comment.amap.com/B0FFG9L2KA/comment/b5fa8386e035f6f4af9ea8efb8251974_2048_2048_80.jpg,https://aos-comment.amap.com/B0FFG9L2KA/headerImg/6ff6a9f4a58aa8982ebac9b62c4a77c9_2048_2048_80.jpg,https://aos-comment.amap.com/B0FFG9L2KA/comment/content_media_external_images_media_100000099_1739864062198_15263416.jpg,,,,,,,,,,,,,,,,,
B0K65SIGQ0,红花岭公园露营地,清水径路与先烈路交叉口北400米,龙岗区,深圳市,,"114.251204,22.757040",114.251204,22.75704,公园露营,可过夜,网红打卡,,,,,,,,,,,,,,,,,,,,
B0LUZ9T47A,日落营地,大围沙河工业区碧道商业街A3号,光明区,深圳市,15918301485,"113.915064,22.761110",113.915064,22.76111,城市露营,网红打卡,/,http://store.is.autonavi.com/showpic/d7f198dc3ca4b534ef9d2377d72e2674?type=pic,http://store.is.autonavi.com/showpic/1bb7b9732987334f50047b198a41da51,http://store.is.autonavi.com/showpic/2649c88aa7ed5e3ca3237bb505bd5805,,,,,,,,,,,,,,,,,
B0FFJIXSG9,东山珍珠岛新团建联盟营地,沙埔珍珠街与珍珠街交叉口西180米,龙岗区,深圳市,0755-28886321,"114.525407,22.553417",114.525407,22.553417,团建场地,自然生态,/,https://aos-comment.amap.com/B0FFJIXSG9/comment/eaa27233a7f82dea5dfcf05382b52047_2048_2048_80.jpg,https://aos-comment.amap.com/B0FFJIXSG9/comment/be37477524b343c75bcb711587afb502_2048_2048_80.jpg,,,,,,,,,,,,,,,,,,
B0LDZSN895,较场尾屿海野奢露营馆,鹏飞路与东山路交叉口西南280米,龙岗区,深圳市,18123790260,"114.519309,22.591384",114.519309,22.591384,网红打卡,自然生态,/,http://store.is.autonavi.com/showpic/8cdd0f55f8831a3ff2fabaaa2f295a77,http://store.is.autonavi.com/showpic/4bbd4ada7f7ed7cffbd0faef4ae3b86c,,,,,,,,,,,,,,,,,,
B0FFH1YJO9,深圳市大鹏南澳新大海角营地,大鹏新区南澳街道下横岗65号,龙岗区,深圳市,,"114.517947,22.530202",114.517947,22.530202,自然生态,可过夜,网红打卡,http://store.is.autonavi.com/showpic/15ccd8f1c0e8ea3fb4a8de639ca220cf,,,,,,,,,,,,,,,,,,,
B0J219FI8Y,泰兰德天幕露营基地,鹏飞路与东山路交叉口南320米,龙岗区,深圳市,0755-84310788,"114.520119,22.590837",114.520119,22.590837,团建场地,网红打卡,/,,,,,,,,,,,,,,,,,,,,
B0L0N9ST33,柯里牧风汐谷露营地,洲石路与顺益路交叉口东220米,宝安区,深圳市,,"113.891275,22.668525",113.891275,22.668525,自然生态,/,/,,,,,,,,,,,,,,,,,,,,
B0FFMAJO98,新世界房车露营地,七星湾游艇会,龙岗区,深圳市,13823572107,"114.540316,22.565237",114.540316,22.565237,可过夜,网红打卡,/,,,,,,,,,,,,,,,,,,,,
B0KUCKV46L,那片海海景野炊园露营地,大鹏新区鹏飞路401号那片海海景野炊园,龙岗区,深圳市,,"114.527835,22.588482",114.527835,22.588482,自然生态,烧烤餐饮,/,,,,,,,,,,,,,,,,,,,,
B0I1UUYW1K,很露GLAMPING天台露营团建求婚(很露傍边大水池),平安大道309号红星美凯龙4栋6层A601号,龙岗区,深圳市,15302634551,"114.139111,22.670187",114.139111,22.670187,城市露营,团建场地,网红打卡,https://aos-comment.amap.com/B0I1UUYW1K/comment/F4B9F14A_EB02_4ED5_8489_88E55510B4B9_L0_001_1500_2000_1730021586111_84437496.jpg,https://aos-comment.amap.com/B0I1UUYW1K/comment/2A594071_BA63_449C_8D96_3E3A52B8C7F4_L0_001_1500_2000_1730021586111_73349285.jpg,https://aos-comment.amap.com/B0I1UUYW1K/comment/3d51178d53df95e97d7a12ad3b506011_2048_2048_80.jpg,,,,,,,,,,,,,,,,,
B0JDRDIZPU,前海石公园-星空草坪,金岸中街与前湾二路交叉口东120米,南山区,深圳市,,"113.890665,22.525096",113.890665,22.525096,公园露营,网红打卡,/,https://aos-comment.amap.com/B0JDRDIZPU/comment/09CDE298_059A_4986_8745_A33E8B8ECF51_L0_001_1500_200_1760063309589_38653983.jpg,https://aos-comment.amap.com/B0JDRDIZPU/comment/content_media_external_file_1000044665_ss__1769403274887_31002363.jpg,https://aos-comment.amap.com/B0JDRDIZPU/comment/6CBB586D_547A_4BC2_9974_264B8533B039_L0_001_2016_151_1760063309458_81019174.jpg,,,,,,,,,,,,,,,,,
